Smiles,Dataset,Model,canonical smiles,ring_systems,min_ring,min_freq,rare_ring
CC(=O)N1CCN(C)Cc2c(NCc3ccccc3C)nc(Cl)nc21,aryl,molmim,CC(=O)N1CCN(C)Cc2c(NCc3ccccc3C)nc(Cl)nc21,"[('c1ncc2c(n1)NCCNC2', 1), ('c1ccccc1', 2260082)]",c1ncc2c(n1)NCCNC2,1,True
NCC(=O)N1CCc2nc(NCc3ccc(C(=O)NCc4ccc(Cl)cc4)cc3)ncc2C1,aryl,molmim,NCC(=O)N1CCc2nc(NCc3ccc(C(=O)NCc4ccc(Cl)cc4)cc3)ncc2C1,"[('c1ncc2c(n1)CCNC2', 1401), ('c1ccccc1', 2260082), ('c1ccccc1', 2260082)]",c1ncc2c(n1)CCNC2,1401,False
CN1CCN(Cc2cnc(OCc3ccc(C(=O)O)cc3)c(Cl)c2)c2ccc(Cl)nc21,aryl,molmim,CN1CCN(Cc2cnc(OCc3ccc(C(=O)O)cc3)c(Cl)c2)c2ccc(Cl)nc21,"[('c1cnc2c(c1)NCCN2', 42), ('c1ccncc1', 231698), ('c1ccccc1', 2260082)]",c1cnc2c(c1)NCCN2,42,True
CC(=O)Nc1c(Cl)cccc1CNc1nc2c(c(NCc3ccc(Cl)cc3)n1)CNCC2,aryl,molmim,CC(=O)Nc1c(Cl)cccc1CNc1nc2c(c(NCc3ccc(Cl)cc3)n1)CNCC2,"[('c1ncc2c(n1)CCNC2', 1401), ('c1ccccc1', 2260082), ('c1ccccc1', 2260082)]",c1ncc2c(n1)CCNC2,1401,False
O=C(c1ccc(Cl)cc1)c1ccc(CNc2ncc3c(n2)CCN(Cc2ccc(Cl)cc2)C3)cc1,aryl,molmim,O=C(c1ccc(Cl)cc1)c1ccc(CNc2ncc3c(n2)CCN(Cc2ccc(Cl)cc2)C3)cc1,"[('c1ncc2c(n1)CCNC2', 1401), ('c1ccccc1', 2260082), ('c1ccccc1', 2260082), ('c1ccccc1', 2260082)]",c1ncc2c(n1)CCNC2,1401,False
NC(=O)c1cccc(CNc2ncnc3c2[C@@H](c2ccc(Cl)cc2)N(Cc2ccccc2)CC3)c1,aryl,molmim,NC(=O)c1cccc(CNc2ncnc3c2[C@@H](c2ccc(Cl)cc2)N(Cc2ccccc2)CC3)c1,"[('c1ncc2c(n1)CCNC2', 1401), ('c1ccccc1', 2260082), ('c1ccccc1', 2260082), ('c1ccccc1', 2260082)]",c1ncc2c(n1)CCNC2,1401,False
CCC1(NC(=O)c2cc(Cl)cnc2N2CCc3c(N(C)C)ccnc3C2)CC1,aryl,molmim,CCC1(NC(=O)c2cc(Cl)cnc2N2CCc3c(N(C)C)ccnc3C2)CC1,"[('c1cnc2c(c1)CCNC2', 41), ('C1CC1', 70914), ('c1ccncc1', 231698)]",c1cnc2c(c1)CCNC2,41,True
CN1CC(CNc2nccc(CC3(C(=O)O)CCC3)n2)C1,aryl,molmim,CN1CC(CNc2nccc(CC3(C(=O)O)CCC3)n2)C1,"[('C1CCC1', 12595), ('C1CNC1', 13255), ('c1cncnc1', 81465)]",C1CCC1,12595,False
O=C1CN(Cc2ccc(O)c(NC(=O)C3CCC3)c2)c2cc(Cl)cc(Cl)c2N1,aryl,molmim,O=C1CN(Cc2ccc(O)c(NC(=O)C3CCC3)c2)c2cc(Cl)cc(Cl)c2N1,"[('O=C1CNc2ccccc2N1', 1263), ('C1CCC1', 12595), ('c1ccccc1', 2260082)]",O=C1CNc2ccccc2N1,1263,False
CCOC(=O)c1ccnc(CN2CCc3cc(Cl)ccc3C2)c1N,aryl,molmim,CCOC(=O)c1ccnc(CN2CCc3cc(Cl)ccc3C2)c1N,"[('c1ccc2c(c1)CCNC2', 17250), ('c1ccncc1', 231698)]",c1ccc2c(c1)CCNC2,17250,False
CN1CCc2c(ccnc2NCCC2(O)CCCC2)C1,aryl,molmim,CN1CCc2c(ccnc2NCCC2(O)CCCC2)C1,"[('c1cc2c(cn1)CCNC2', 55), ('C1CCCC1', 30433)]",c1cc2c(cn1)CCNC2,55,True
CCC(O)(CC)CNC(=O)N1CCN(Cc2ccc(Cl)cc2)c2ccccc21,aryl,molmim,CCC(O)(CC)CNC(=O)N1CCN(Cc2ccc(Cl)cc2)c2ccccc21,"[('c1ccc2c(c1)NCCN2', 463), ('c1ccccc1', 2260082)]",c1ccc2c(c1)NCCN2,463,False
CCC(=O)Nc1ccc2c(n1)OC1(CCN(C(=O)CN)CC1)c1cc(Cl)ccc1OC2,aryl,molmim,CCC(=O)Nc1ccc2c(n1)OC1(CCN(C(=O)CN)CC1)c1cc(Cl)ccc1OC2,"[('c1cnc2c(c1)COc1ccccc1C1(CCNCC1)O2', 0)]",c1cnc2c(c1)COc1ccccc1C1(CCNCC1)O2,0,True
O=C1Nc2ccccc2Nc2nc(Cl)ccc2[C@@H]1N1CCN(C[C@@H](O)CCC(F)(F)F)CC1,aryl,molmim,O=C1Nc2ccccc2Nc2nc(Cl)ccc2[C@@H]1N1CCN(C[C@@H](O)CCC(F)(F)F)CC1,"[('O=C1Cc2cccnc2Nc2ccccc2N1', 0), ('C1CNCCN1', 137326)]",O=C1Cc2cccnc2Nc2ccccc2N1,0,True
Oc1cc(CNCC(F)(F)F)nc(CN2CCc3cc(Cl)ccc32)n1,aryl,molmim,Oc1cc(CNCC(F)(F)F)nc(CN2CCc3cc(Cl)ccc32)n1,"[('c1ccc2c(c1)CCN2', 7904), ('c1cncnc1', 81465)]",c1ccc2c(c1)CCN2,7904,False
Nc1cccc(CN(Cc2cccc(Cl)c2)Cc2cc(=O)n3c(n2)CCCC3)c1,aryl,molmim,Nc1cccc(CN(Cc2cccc(Cl)c2)Cc2cc(=O)n3c(n2)CCCC3)c1,"[('O=c1ccnc2n1CCCC2', 88), ('c1ccccc1', 2260082), ('c1ccccc1', 2260082)]",O=c1ccnc2n1CCCC2,88,True
CC1(O)CN(C(=O)c2ccc(N3CCN(Cc4cnccc4Cl)CC3)nc2)C1,aryl,molmim,CC1(O)CN(C(=O)c2ccc(N3CCN(Cc4cnccc4Cl)CC3)nc2)C1,"[('C1CNC1', 13255), ('C1CNCCN1', 137326), ('c1ccncc1', 231698), ('c1ccncc1', 231698)]",C1CNC1,13255,False
CN1CCN(c2ncc(Cl)cc2C(=O)N2CC(C(=O)O)C2)CC1,aryl,molmim,CN1CCN(c2ncc(Cl)cc2C(=O)N2CC(C(=O)O)C2)CC1,"[('C1CNC1', 13255), ('C1CNCCN1', 137326), ('c1ccncc1', 231698)]",C1CNC1,13255,False
CN1C(=O)CN(C(=O)C(=O)NCC2(c3ccncc3Cl)CCOCC2)Cc2ccccc21,aryl,molmim,CN1C(=O)CN(C(=O)C(=O)NCC2(c3ccncc3Cl)CCOCC2)Cc2ccccc21,"[('O=C1CNCc2ccccc2N1', 368), ('C1CCOCC1', 64272), ('c1ccncc1', 231698)]",O=C1CNCc2ccccc2N1,368,False
C[C@@H]1CN(C(=O)C2(C)CN(c3ccccc3C(=O)N3CCOCC3)C2)C[C@@H](C)O1,aryl,molmim,C[C@@H]1CN(C(=O)C2(C)CN(c3ccccc3C(=O)N3CCOCC3)C2)C[C@@H](C)O1,"[('C1CNC1', 13255), ('C1COCCN1', 70960), ('C1COCCN1', 70960), ('c1ccccc1', 2260082)]",C1CNC1,13255,False
CC(=O)N1CCc2nc(N3CCN(c4cccnc4Cl)CC3)ccc2C1,aryl,molmim,CC(=O)N1CCc2nc(N3CCN(c4cccnc4Cl)CC3)ccc2C1,"[('c1cnc2c(c1)CNCC2', 431), ('C1CNCCN1', 137326), ('c1ccncc1', 231698)]",c1cnc2c(c1)CNCC2,431,False
CCOc1cnccc1CN1CCN(c2cc3c(cn2)OCC(=O)N3C)CC1,aryl,molmim,CCOc1cnccc1CN1CCN(c2cc3c(cn2)OCC(=O)N3C)CC1,"[('O=C1COc2cnccc2N1', 3), ('C1CNCCN1', 137326), ('c1ccncc1', 231698)]",O=C1COc2cnccc2N1,3,True
COc1cc(NC(=O)C2(C(=O)O)CC2)ccc1C(=O)N1CCN(C)CC1,aryl,molmim,COc1cc(NC(=O)C2(C(=O)O)CC2)ccc1C(=O)N1CCN(C)CC1,"[('C1CC1', 70914), ('C1CNCCN1', 137326), ('c1ccccc1', 2260082)]",C1CC1,70914,False
O=C(O)c1cc(NCc2nccnc2Cl)cc(O)c1[N+](=O)[O-],aryl,molmim,O=C(O)c1cc(NCc2nccnc2Cl)cc(O)c1[N+](=O)[O-],"[('c1cnccn1', 16094), ('c1ccccc1', 2260082)]",c1cnccn1,16094,False
O=C(NC1(C(=O)O)CCN(CCN2CCCCC2)CC1)C1CC1,aryl,molmim,O=C(NC1(C(=O)O)CCN(CCN2CCCCC2)CC1)C1CC1,"[('C1CC1', 70914), ('C1CCNCC1', 174309), ('C1CCNCC1', 174309)]",C1CC1,70914,False
COC(CCl)CN1CC(CN2CC(C)(C(=O)O)C2)C1,aryl,molmim,COC(CCl)CN1CC(CN2CC(C)(C(=O)O)C2)C1,"[('C1CNC1', 13255), ('C1CNC1', 13255)]",C1CNC1,13255,False
O=C(Nc1ccc(Cl)cc1)c1cccc(NCC2CN(c3ccncc3)C2)n1,aryl,molmim,O=C(Nc1ccc(Cl)cc1)c1cccc(NCC2CN(c3ccncc3)C2)n1,"[('C1CNC1', 13255), ('c1ccncc1', 231698), ('c1ccncc1', 231698), ('c1ccccc1', 2260082)]",C1CNC1,13255,False
O=C(CC1(NCc2ccncc2)CC1)Nc1nc(Cl)cc(Nc2cccc(Cl)c2)n1,aryl,molmim,O=C(CC1(NCc2ccncc2)CC1)Nc1nc(Cl)cc(Nc2cccc(Cl)c2)n1,"[('C1CC1', 70914), ('c1cncnc1', 81465), ('c1ccncc1', 231698), ('c1ccccc1', 2260082)]",C1CC1,70914,False
O=C(CN1CC2CC1(c1ccccn1)C2)Nc1ccc(Cl)c(C(=O)Nc2ccccc2)c1,aryl,molmim,O=C(CN1CC2CC1(c1ccccn1)C2)Nc1ccc(Cl)c(C(=O)Nc2ccccc2)c1,"[('C1NC2CC1C2', 202), ('c1ccncc1', 231698), ('c1ccccc1', 2260082), ('c1ccccc1', 2260082)]",C1NC2CC1C2,202,False
O=C(Nc1ccc(CN2CCN(c3ccccn3)CC2)cc1)c1cccc([N+](=O)[O-])c1,aryl,molmim,O=C(Nc1ccc(CN2CCN(c3ccccn3)CC2)cc1)c1cccc([N+](=O)[O-])c1,"[('C1CNCCN1', 137326), ('c1ccncc1', 231698), ('c1ccccc1', 2260082), ('c1ccccc1', 2260082)]",C1CNCCN1,137326,False
O=C(c1cc(Cl)nc(NCC2CN(c3ccccc3)C2)c1)N1CCc2ccccc21,aryl,molmim,O=C(c1cc(Cl)nc(NCC2CN(c3ccccc3)C2)c1)N1CCc2ccccc21,"[('c1ccc2c(c1)CCN2', 7904), ('C1CNC1', 13255), ('c1ccncc1', 231698), ('c1ccccc1', 2260082)]",c1ccc2c(c1)CCN2,7904,False
CN(C)c1ccc(NC(=O)c2cc(Cl)nc(NCC3(c4ncccc4Cl)CC3)c2)cc1,aryl,molmim,CN(C)c1ccc(NC(=O)c2cc(Cl)nc(NCC3(c4ncccc4Cl)CC3)c2)cc1,"[('C1CC1', 70914), ('c1ccncc1', 231698), ('c1ccncc1', 231698), ('c1ccccc1', 2260082)]",C1CC1,70914,False
COc1cccc(NC(=O)c2nc(NCC3(N4CCc5cccnc5C4)CC3)ccc2Cl)c1,aryl,molmim,COc1cccc(NC(=O)c2nc(NCC3(N4CCc5cccnc5C4)CC3)ccc2Cl)c1,"[('c1cnc2c(c1)CCNC2', 41), ('C1CC1', 70914), ('c1ccncc1', 231698), ('c1ccccc1', 2260082)]",c1cnc2c(c1)CCNC2,41,True
CCN1CC(CNc2nc(Cl)nc(Nc3cccc(C#N)c3)n2)C1,aryl,molmim,CCN1CC(CNc2nc(Cl)nc(Nc3cccc(C#N)c3)n2)C1,"[('c1ncncn1', 9157), ('C1CNC1', 13255), ('c1ccccc1', 2260082)]",c1ncncn1,9157,False
O=C(NCCc1ccnc(NC2(c3cc(Cl)ccc3Cl)CC2)n1)C1CNC1,aryl,molmim,O=C(NCCc1ccnc(NC2(c3cc(Cl)ccc3Cl)CC2)n1)C1CNC1,"[('C1CNC1', 13255), ('C1CC1', 70914), ('c1cncnc1', 81465), ('c1ccccc1', 2260082)]",C1CNC1,13255,False
Clc1cc(Cl)c(N2CCc3ccccc32)nc1NCC1(c2cccnc2)COC1,aryl,molmim,Clc1cc(Cl)c(N2CCc3ccccc32)nc1NCC1(c2cccnc2)COC1,"[('C1COC1', 1914), ('c1ccc2c(c1)CCN2', 7904), ('c1ccncc1', 231698), ('c1ccncc1', 231698)]",C1COC1,1914,False
O=C(NC12CC3CC(CC(C3)C1)C2)c1ccc(N2CCN(c3ncccn3)CC2)cc1,aryl,molmim,O=C(NC12CC3CC(CC(C3)C1)C2)c1ccc(N2CCN(c3ncccn3)CC2)cc1,"[('C1C2CC3CC1CC(C2)C3', 9685), ('c1cncnc1', 81465), ('C1CNCCN1', 137326), ('c1ccccc1', 2260082)]",C1C2CC3CC1CC(C2)C3,9685,False
O=C(NC12CC3CC(CC(C3)C1)C2)c1ccc(N2CCN(c3ncccn3)CC2)cc1,aryl,molmim,O=C(NC12CC3CC(CC(C3)C1)C2)c1ccc(N2CCN(c3ncccn3)CC2)cc1,"[('C1C2CC3CC1CC(C2)C3', 9685), ('c1cncnc1', 81465), ('C1CNCCN1', 137326), ('c1ccccc1', 2260082)]",C1C2CC3CC1CC(C2)C3,9685,False
O=C(NC12CC3CC(CC(C3)C1)C2)c1ccc(N2CCN(c3ncccn3)CC2)cc1,aryl,molmim,O=C(NC12CC3CC(CC(C3)C1)C2)c1ccc(N2CCN(c3ncccn3)CC2)cc1,"[('C1C2CC3CC1CC(C2)C3', 9685), ('c1cncnc1', 81465), ('C1CNCCN1', 137326), ('c1ccccc1', 2260082)]",C1C2CC3CC1CC(C2)C3,9685,False
CC12CC3CC(C1)CC(NC(=O)c1cc(Cl)cc(S(=O)(=O)N4CCN(c5ccccc5)CC4)c1)(C3)C2,aryl,molmim,CC12CC3CC(C1)CC(NC(=O)c1cc(Cl)cc(S(=O)(=O)N4CCN(c5ccccc5)CC4)c1)(C3)C2,"[('C1C2CC3CC1CC(C2)C3', 9685), ('C1CNCCN1', 137326), ('c1ccccc1', 2260082), ('c1ccccc1', 2260082)]",C1C2CC3CC1CC(C2)C3,9685,False
O=C(c1cnc(NC2CCC3(CC2)CC3)c(Cl)c1)N1CCN(c2nccs2)CC1,aryl,molmim,O=C(c1cnc(NC2CCC3(CC2)CC3)c(Cl)c1)N1CCN(c2nccs2)CC1,"[('C1CCC2(CC1)CC2', 68), ('c1cscn1', 61036), ('C1CNCCN1', 137326), ('c1ccncc1', 231698)]",C1CCC2(CC1)CC2,68,True
O=C(Nc1ccc(N2CCN(c3ccccn3)CC2)nc1)C12CC3CC(CC(C3)C1)C2,aryl,molmim,O=C(Nc1ccc(N2CCN(c3ccccn3)CC2)nc1)C12CC3CC(CC(C3)C1)C2,"[('C1C2CC3CC1CC(C2)C3', 9685), ('C1CNCCN1', 137326), ('c1ccncc1', 231698), ('c1ccncc1', 231698)]",C1C2CC3CC1CC(C2)C3,9685,False
O=C(NC12CC3CC(CC(C3)C1)C2)c1ccc(N2CCc3sccc3C2)nc1,aryl,molmim,O=C(NC12CC3CC(CC(C3)C1)C2)c1ccc(N2CCc3sccc3C2)nc1,"[('c1cc2c(s1)CCNC2', 560), ('C1C2CC3CC1CC(C2)C3', 9685), ('c1ccncc1', 231698)]",c1cc2c(s1)CCNC2,560,False
O=C([C@@H]1CCN(c2ncccn2)C1)N1CC(CNC(=O)C23CC4CC(CC(C4)C2)C3)C1,aryl,molmim,O=C([C@@H]1CCN(c2ncccn2)C1)N1CC(CNC(=O)C23CC4CC(CC(C4)C2)C3)C1,"[('C1C2CC3CC1CC(C2)C3', 9685), ('C1CNC1', 13255), ('c1cncnc1', 81465), ('C1CCNC1', 112428)]",C1C2CC3CC1CC(C2)C3,9685,False
O=C(NC1CN(C(=O)[C@@H]2CCN(c3cnccn3)C2)C1)C1CC2(CCCC2)C1,aryl,molmim,O=C(NC1CN(C(=O)[C@@H]2CCN(c3cnccn3)C2)C1)C1CC2(CCCC2)C1,"[('C1CCC2(C1)CCC2', 3), ('C1CNC1', 13255), ('c1cnccn1', 16094), ('C1CCNC1', 112428)]",C1CCC2(C1)CCC2,3,True
CCC1(CNC(=O)C23CC(c4c(Br)cnn4C)(C2)C3)CCC1,aryl,molmim,CCC1(CNC(=O)C23CC(c4c(Br)cnn4C)(C2)C3)CCC1,"[('C1C2CC1C2', 109), ('C1CCC1', 12595), ('c1cn[nH]c1', 85440)]",C1C2CC1C2,109,False
C[C@H](NC(=O)c1cnc(N2CCN(c3ccccn3)CC2)c(Cl)c1)c1ccccc1,aryl,molmim,C[C@H](NC(=O)c1cnc(N2CCN(c3ccccn3)CC2)c(Cl)c1)c1ccccc1,"[('C1CNCCN1', 137326), ('c1ccncc1', 231698), ('c1ccncc1', 231698), ('c1ccccc1', 2260082)]",C1CNCCN1,137326,False
C[C@H](NC(=O)c1cnc(N2CCN(Cc3ccccc3)CC2)nc1)c1ccccc1,aryl,molmim,C[C@H](NC(=O)c1cnc(N2CCN(Cc3ccccc3)CC2)nc1)c1ccccc1,"[('c1cncnc1', 81465), ('C1CNCCN1', 137326), ('c1ccccc1', 2260082), ('c1ccccc1', 2260082)]",c1cncnc1,81465,False
C[C@@H](C(=O)Nc1ccc(C(=O)N2CCN(c3ccncc3)CC2)c(Cl)c1)c1ccccc1,aryl,molmim,C[C@@H](C(=O)Nc1ccc(C(=O)N2CCN(c3ccncc3)CC2)c(Cl)c1)c1ccccc1,"[('C1CNCCN1', 137326), ('c1ccncc1', 231698), ('c1ccccc1', 2260082), ('c1ccccc1', 2260082)]",C1CNCCN1,137326,False
C[C@H](NC(=O)c1ccccc1)c1cnc(N2CCN(c3ccccc3Cl)CC2)cn1,aryl,molmim,C[C@H](NC(=O)c1ccccc1)c1cnc(N2CCN(c3ccccc3Cl)CC2)cn1,"[('c1cnccn1', 16094), ('C1CNCCN1', 137326), ('c1ccccc1', 2260082), ('c1ccccc1', 2260082)]",c1cnccn1,16094,False
C[C@H](C(=O)Nc1cnc(Cl)c(C(=O)N2CCN(Cc3cccnc3)CC2)c1)c1ccccc1,aryl,molmim,C[C@H](C(=O)Nc1cnc(Cl)c(C(=O)N2CCN(Cc3cccnc3)CC2)c1)c1ccccc1,"[('C1CNCCN1', 137326), ('c1ccncc1', 231698), ('c1ccncc1', 231698), ('c1ccccc1', 2260082)]",C1CNCCN1,137326,False
Cc1ccc(NC(=O)[C@H](c2ccc(Cl)cc2)N2CCN(c3ncccn3)CC2)cc1,aryl,molmim,Cc1ccc(NC(=O)[C@H](c2ccc(Cl)cc2)N2CCN(c3ncccn3)CC2)cc1,"[('c1cncnc1', 81465), ('C1CNCCN1', 137326), ('c1ccccc1', 2260082), ('c1ccccc1', 2260082)]",c1cncnc1,81465,False
CN(Cc1ccccc1)C(=O)c1ccc(Nc2ncc(Cl)c(N3CCC(F)CC3)n2)cc1,aryl,molmim,CN(Cc1ccccc1)C(=O)c1ccc(Nc2ncc(Cl)c(N3CCC(F)CC3)n2)cc1,"[('c1cncnc1', 81465), ('C1CCNCC1', 174309), ('c1ccccc1', 2260082), ('c1ccccc1', 2260082)]",c1cncnc1,81465,False
C[C@H](Oc1ccc(N2CCN(C(=O)OC(C)(C)C)CC2)cc1)C(=O)NCc1ccccc1,aryl,molmim,C[C@H](Oc1ccc(N2CCN(C(=O)OC(C)(C)C)CC2)cc1)C(=O)NCc1ccccc1,"[('C1CNCCN1', 137326), ('c1ccccc1', 2260082), ('c1ccccc1', 2260082)]",C1CNCCN1,137326,False
CN(C(=O)c1ccc(NC(=O)c2cccnc2)cc1)c1ccc(Cl)cn1,aryl,molmim,CN(C(=O)c1ccc(NC(=O)c2cccnc2)cc1)c1ccc(Cl)cn1,"[('c1ccncc1', 231698), ('c1ccncc1', 231698), ('c1ccccc1', 2260082)]",c1ccncc1,231698,False
C[C@@H]1C[C@@H]1[C@@H]1C[C@H]1NC(=O)NC1CCN(CC(=O)Nc2ccncc2)CC1,aryl,molmim,C[C@@H]1C[C@@H]1[C@@H]1C[C@H]1NC(=O)NC1CCN(CC(=O)Nc2ccncc2)CC1,"[('C1CC1', 70914), ('C1CC1', 70914), ('C1CCNCC1', 174309), ('c1ccncc1', 231698)]",C1CC1,70914,False
O=C(NCc1ccc(Cl)c(Cl)c1)c1cnc(N2CCN(c3ccc(Cl)cc3)CC2)nc1,aryl,molmim,O=C(NCc1ccc(Cl)c(Cl)c1)c1cnc(N2CCN(c3ccc(Cl)cc3)CC2)nc1,"[('c1cncnc1', 81465), ('C1CNCCN1', 137326), ('c1ccccc1', 2260082), ('c1ccccc1', 2260082)]",c1cncnc1,81465,False
N#CCC1CCN(c2ccc(C(=O)NCc3ccc(Cl)c(Cl)c3)cn2)CC1,aryl,molmim,N#CCC1CCN(c2ccc(C(=O)NCc3ccc(Cl)c(Cl)c3)cn2)CC1,"[('C1CCNCC1', 174309), ('c1ccncc1', 231698), ('c1ccccc1', 2260082)]",C1CCNCC1,174309,False
O=C(NCc1ccc(Cl)c(Cl)c1)c1ccc2c(c1)CCN2c1cncc(Cl)n1,aryl,molmim,O=C(NCc1ccc(Cl)c(Cl)c1)c1ccc2c(c1)CCN2c1cncc(Cl)n1,"[('c1ccc2c(c1)CCN2', 7904), ('c1cnccn1', 16094), ('c1ccccc1', 2260082)]",c1ccc2c(c1)CCN2,7904,False
O=C(NCc1cc(Cl)cc(Cl)c1)c1ccc(N2CCN(c3ncccn3)CC2)c(Cl)c1,aryl,molmim,O=C(NCc1cc(Cl)cc(Cl)c1)c1ccc(N2CCN(c3ncccn3)CC2)c(Cl)c1,"[('c1cncnc1', 81465), ('C1CNCCN1', 137326), ('c1ccccc1', 2260082), ('c1ccccc1', 2260082)]",c1cncnc1,81465,False
O=C(NCc1ccc(Cl)c(Cl)c1)NCc1ncc(C(=O)N2CCc3ccccc32)cn1,aryl,molmim,O=C(NCc1ccc(Cl)c(Cl)c1)NCc1ncc(C(=O)N2CCc3ccccc32)cn1,"[('c1ccc2c(c1)CCN2', 7904), ('c1cncnc1', 81465), ('c1ccccc1', 2260082)]",c1ccc2c(c1)CCN2,7904,False
Nc1ncc2c(n1)CCCN2Cc1ccc(C(=O)NCc2ccc(F)c(F)c2)cc1,aryl,molmim,Nc1ncc2c(n1)CCCN2Cc1ccc(C(=O)NCc2ccc(F)c(F)c2)cc1,"[('c1ncc2c(n1)CCCN2', 42), ('c1ccccc1', 2260082), ('c1ccccc1', 2260082)]",c1ncc2c(n1)CCCN2,42,True
O=C(c1ccncc1)N1CC[C@@H](NCc2ccnc(Cl)c2)C(F)(F)C1,aryl,molmim,O=C(c1ccncc1)N1CC[C@@H](NCc2ccnc(Cl)c2)C(F)(F)C1,"[('C1CCNCC1', 174309), ('c1ccncc1', 231698), ('c1ccncc1', 231698)]",C1CCNCC1,174309,False
O=C(Nc1ccc(Cl)cc1)Nc1ccc(C(=O)N2CCN(c3ncccn3)CC2)cc1Cl,aryl,molmim,O=C(Nc1ccc(Cl)cc1)Nc1ccc(C(=O)N2CCN(c3ncccn3)CC2)cc1Cl,"[('c1cncnc1', 81465), ('C1CNCCN1', 137326), ('c1ccccc1', 2260082), ('c1ccccc1', 2260082)]",c1cncnc1,81465,False
CN(Cc1ccccn1)C(=O)c1ccc(NC(=O)c2cc(Cl)c(Cl)s2)cc1,aryl,molmim,CN(Cc1ccccn1)C(=O)c1ccc(NC(=O)c2cc(Cl)c(Cl)s2)cc1,"[('c1ccsc1', 68146), ('c1ccncc1', 231698), ('c1ccccc1', 2260082)]",c1ccsc1,68146,False
C#CCNC(=O)CN1CCN(CCNC(=O)CC(Cl)(Cl)Cl)CC1,aryl,molmim,C#CCNC(=O)CN1CCN(CCNC(=O)CC(Cl)(Cl)Cl)CC1,"[('C1CNCCN1', 137326)]",C1CNCCN1,137326,False
O=C(Nc1cccc(Cl)c1)c1cncc2c1CCN(CCCCl)CC2,aryl,molmim,O=C(Nc1cccc(Cl)c1)c1cncc2c1CCN(CCCCl)CC2,"[('c1cc2c(cn1)CCNCC2', 10), ('c1ccccc1', 2260082)]",c1cc2c(cn1)CCNCC2,10,True
CCCCN1CCc2ncc(NC(=O)Nc3cccc(Cl)c3)cc2C1,aryl,molmim,CCCCN1CCc2ncc(NC(=O)Nc3cccc(Cl)c3)cc2C1,"[('c1cnc2c(c1)CNCC2', 431), ('c1ccccc1', 2260082)]",c1cnc2c(c1)CNCC2,431,False
CN1CC(=O)Nc2nc(NCCN3CCCCCC3)c(-c3cccc(Cl)c3)cc21,aryl,molmim,CN1CC(=O)Nc2nc(NCCN3CCCCCC3)c(-c3cccc(Cl)c3)cc21,"[('O=C1CNc2cccnc2N1', 14), ('C1CCCNCC1', 6337), ('c1ccccc1', 2260082)]",O=C1CNc2cccnc2N1,14,True
O=C(Nc1nc(NCCOC2CCCCC2)ccc1Cl)c1ccccc1Cl,aryl,molmim,O=C(Nc1nc(NCCOC2CCCCC2)ccc1Cl)c1ccccc1Cl,"[('C1CCCCC1', 77480), ('c1ccncc1', 231698), ('c1ccccc1', 2260082)]",C1CCCCC1,77480,False
Cc1ccc(NC(=O)c2cn3c(n2)CCCN(Cc2ccccc2)CC3)cc1,aryl,molmim,Cc1ccc(NC(=O)c2cn3c(n2)CCCN(Cc2ccccc2)CC3)cc1,"[('c1cn2c(n1)CCCNCC2', 0), ('c1ccccc1', 2260082), ('c1ccccc1', 2260082)]",c1cn2c(n1)CCCNCC2,0,True
CNC(=O)c1cc(NCc2nc(O)c3c(n2)CCCCC3)ccc1Cl,aryl,molmim,CNC(=O)c1cc(NCc2nc(O)c3c(n2)CCCCC3)ccc1Cl,"[('c1ncc2c(n1)CCCCC2', 24), ('c1ccccc1', 2260082)]",c1ncc2c(n1)CCCCC2,24,True
O=C(Nc1nc2c(cc1C(=O)NCCOC1CCCC1)CCC2)c1ccccc1,aryl,molmim,O=C(Nc1nc2c(cc1C(=O)NCCOC1CCCC1)CCC2)c1ccccc1,"[('c1cnc2c(c1)CCC2', 322), ('C1CCCC1', 30433), ('c1ccccc1', 2260082)]",c1cnc2c(c1)CCC2,322,False
N#Cc1c2c(c(N)n(Cc3ccc(Cl)cc3)c1=O)CN(Cc1ccc(Cl)cc1)CCCCC2,aryl,molmim,N#Cc1c2c(c(N)n(Cc3ccc(Cl)cc3)c1=O)CN(Cc1ccc(Cl)cc1)CCCCC2,"[('O=c1cc2c(c[nH]1)CNCCCCC2', 0), ('c1ccccc1', 2260082), ('c1ccccc1', 2260082)]",O=c1cc2c(c[nH]1)CNCCCCC2,0,True
Nc1c(NCc2ccc(Cl)cc2)nc2ccc(Cl)cc2c1NC1CCCCC1,aryl,molmim,Nc1c(NCc2ccc(Cl)cc2)nc2ccc(Cl)cc2c1NC1CCCCC1,"[('c1ccc2ncccc2c1', 57286), ('C1CCCCC1', 77480), ('c1ccccc1', 2260082)]",c1ccc2ncccc2c1,57286,False
NC(=O)c1cc(Cl)c(Cl)nc1N[C@@H]1CCCCCCNC1,aryl,molmim,NC(=O)c1cc(Cl)c(Cl)nc1N[C@@H]1CCCCCCNC1,"[('C1CCCCNCCC1', 27), ('c1ccncc1', 231698)]",C1CCCCNCCC1,27,True
